QPolicy
PlayerSum,DealerUpCard,IsSoft,CanBeSplitted,Action,Value
7,Ten,False,False,DOUBLE_DOWN,0.0
7,Ten,False,False,SURRENDER,0.0
7,Ten,False,False,HIT,1.0
7,Ten,False,False,STAND,0.0
7,Jack,False,False,DOUBLE_DOWN,0.0
7,Jack,False,False,SURRENDER,0.0
7,Jack,False,False,HIT,1.0
7,Jack,False,False,STAND,0.0
7,Queen,False,False,DOUBLE_DOWN,0.0
7,Queen,False,False,SURRENDER,0.0
7,Queen,False,False,HIT,1.0
7,Queen,False,False,STAND,0.0
7,King,False,False,DOUBLE_DOWN,0.0
7,King,False,False,SURRENDER,0.0
7,King,False,False,HIT,1.0
7,King,False,False,STAND,0.0
7,Ace,False,False,DOUBLE_DOWN,0.0
7,Ace,False,False,SURRENDER,0.0
7,Ace,False,False,HIT,1.0
7,Ace,False,False,STAND,0.0
8,Two,False,False,DOUBLE_DOWN,0.0
8,Two,False,False,SURRENDER,0.0
8,Two,False,False,HIT,1.0
8,Two,False,False,STAND,0.0
8,Three,False,False,DOUBLE_DOWN,0.0
8,Three,False,False,SURRENDER,0.0
8,Three,False,False,HIT,1.0
8,Three,False,False,STAND,0.0
8,Four,False,False,DOUBLE_DOWN,0.0
8,Four,False,False,SURRENDER,0.0
8,Four,False,False,HIT,1.0
8,Four,False,False,STAND,0.0
8,Five,False,False,DOUBLE_DOWN,0.0
8,Five,False,False,SURRENDER,0.0
8,Five,False,False,HIT,1.0
8,Five,False,False,STAND,0.0
8,Six,False,False,DOUBLE_DOWN,0.0
8,Six,False,False,SURRENDER,0.0
8,Six,False,False,HIT,1.0
8,Six,False,False,STAND,0.0
8,Seven,False,False,DOUBLE_DOWN,0.0
8,Seven,False,False,SURRENDER,0.0
8,Seven,False,False,HIT,1.0
8,Seven,False,False,STAND,0.0
8,Eight,False,False,DOUBLE_DOWN,0.0
8,Eight,False,False,SURRENDER,0.0
8,Eight,False,False,HIT,1.0
8,Eight,False,False,STAND,0.0
8,Nine,False,False,DOUBLE_DOWN,0.0
8,Nine,False,False,SURRENDER,0.0
8,Nine,False,False,HIT,1.0
8,Nine,False,False,STAND,0.0
8,Ten,False,False,DOUBLE_DOWN,0.0
8,Ten,False,False,SURRENDER,0.0
8,Ten,False,False,HIT,1.0
8,Ten,False,False,STAND,0.0
8,Jack,False,False,DOUBLE_DOWN,0.0
8,Jack,False,False,SURRENDER,0.0
8,Jack,False,False,HIT,1.0
8,Jack,False,False,STAND,0.0
8,Queen,False,False,DOUBLE_DOWN,0.0
8,Queen,False,False,SURRENDER,0.0
8,Queen,False,False,HIT,1.0
8,Queen,False,False,STAND,0.0
8,King,False,False,DOUBLE_DOWN,0.0
8,King,False,False,SURRENDER,0.0
8,King,False,False,HIT,1.0
8,King,False,False,STAND,0.0
8,Ace,False,False,DOUBLE_DOWN,0.0
8,Ace,False,False,SURRENDER,0.0
8,Ace,False,False,HIT,1.0
8,Ace,False,False,STAND,0.0
9,Two,False,False,DOUBLE_DOWN,0.0
9,Two,False,False,SURRENDER,0.0
9,Two,False,False,HIT,1.0
9,Two,False,False,STAND,0.0
9,Three,False,False,DOUBLE_DOWN,1.0
9,Three,False,False,SURRENDER,0.0
9,Three,False,False,HIT,0.9
9,Three,False,False,STAND,0.0
9,Four,False,False,DOUBLE_DOWN,1.0
9,Four,False,False,SURRENDER,0.0
9,Four,False,False,HIT,0.9
9,Four,False,False,STAND,0.0
9,Five,False,False,DOUBLE_DOWN,1.0
9,Five,False,False,SURRENDER,0.0
9,Five,False,False,HIT,0.9
9,Five,False,False,STAND,0.0
9,Six,False,False,DOUBLE_DOWN,1.0
9,Six,False,False,SURRENDER,0.0
9,Six,False,False,HIT,0.9
9,Six,False,False,STAND,0.0
9,Seven,False,False,DOUBLE_DOWN,0.0
9,Seven,False,False,SURRENDER,0.0
9,Seven,False,False,HIT,1.0
9,Seven,False,False,STAND,0.0
9,Eight,False,False,DOUBLE_DOWN,0.0
9,Eight,False,False,SURRENDER,0.0
9,Eight,False,False,HIT,1.0
9,Eight,False,False,STAND,0.0
9,Nine,False,False,DOUBLE_DOWN,0.0
9,Nine,False,False,SURRENDER,0.0
9,Nine,False,False,HIT,1.0
9,Nine,False,False,STAND,0.0
9,Ten,False,False,DOUBLE_DOWN,0.0
9,Ten,False,False,SURRENDER,0.0
9,Ten,False,False,HIT,1.0
9,Ten,False,False,STAND,0.0
9,Jack,False,False,DOUBLE_DOWN,0.0
9,Jack,False,False,SURRENDER,0.0
9,Jack,False,False,HIT,1.0
9,Jack,False,False,STAND,0.0
9,Queen,False,False,DOUBLE_DOWN,0.0
9,Queen,False,False,SURRENDER,0.0
9,Queen,False,False,HIT,1.0
9,Queen,False,False,STAND,0.0
9,King,False,False,DOUBLE_DOWN,0.0
9,King,False,False,SURRENDER,0.0
9,King,False,False,HIT,1.0
9,King,False,False,STAND,0.0
9,Ace,False,False,DOUBLE_DOWN,0.0
9,Ace,False,False,SURRENDER,0.0
9,Ace,False,False,HIT,1.0
9,Ace,False,False,STAND,0.0
10,Two,False,False,DOUBLE_DOWN,1.0
10,Two,False,False,SURRENDER,0.0
10,Two,False,False,HIT,0.9
10,Two,False,False,STAND,0.0
10,Three,False,False,DOUBLE_DOWN,1.0
10,Three,False,False,SURRENDER,0.0
10,Three,False,False,HIT,0.9
10,Three,False,False,STAND,0.0
10,Four,False,False,DOUBLE_DOWN,1.0
10,Four,False,False,SURRENDER,0.0
10,Four,False,False,HIT,0.9
10,Four,False,False,STAND,0.0
10,Five,False,False,DOUBLE_DOWN,1.0
10,Five,False,False,SURRENDER,0.0
10,Five,False,False,HIT,0.9
10,Five,False,False,STAND,0.0
10,Six,False,False,DOUBLE_DOWN,1.0
10,Six,False,False,SURRENDER,0.0
10,Six,False,False,HIT,0.9
10,Six,False,False,STAND,0.0
10,Seven,False,False,DOUBLE_DOWN,1.0
10,Seven,False,False,SURRENDER,0.0
10,Seven,False,False,HIT,0.9
10,Seven,False,False,STAND,0.0
10,Eight,False,False,DOUBLE_DOWN,1.0
10,Eight,False,False,SURRENDER,0.0
10,Eight,False,False,HIT,0.9
10,Eight,False,False,STAND,0.0
10,Nine,False,False,DOUBLE_DOWN,1.0
10,Nine,False,False,SURRENDER,0.0
