QPolicy
PlayerSum,DealerUpCard,IsSoft,CanBeSplitted,Action,Value
21,Four,True,False,HIT,-0.0639
21,Four,True,False,DOUBLE_DOWN,0.5581
21,Four,True,False,SURRENDER,-0.5000
13,Four,True,False,STAND,-0.2384
13,Four,True,False,HIT,-0.0592
13,Four,True,False,DOUBLE_DOWN,0.0735
13,Four,True,False,SURRENDER,-0.5000
20,Three,True,False,STAND,0.6443
20,Three,True,False,HIT,-0.1212
20,Three,True,False,DOUBLE_DOWN,0.3489
20,Three,True,False,SURRENDER,-0.5000
20,Ten,True,False,STAND,0.4447
20,Ten,True,False,HIT,-0.2753
20,Ten,True,False,DOUBLE_DOWN,-0.1184
20,Ten,True,False,SURRENDER,-0.5000
11,Ten,False,False,STAND,-0.5846
11,Ten,False,False,HIT,-0.2185
11,Ten,False,False,DOUBLE_DOWN,0.0242
11,Ten,False,False,SURRENDER,-0.5000
12,Nine,False,False,STAND,-0.5371
12,Nine,False,False,HIT,-0.4533
12,Nine,False,False,DOUBLE_DOWN,-0.7517
12,Nine,False,False,SURRENDER,-0.5000
8,Jack,False,False,STAND,-0.5630
8,Jack,False,False,HIT,-0.3872
8,Jack,False,False,DOUBLE_DOWN,-0.8724
8,Jack,False,False,SURRENDER,-0.5000
18,Ace,False,False,STAND,-0.4573
18,Ace,False,False,HIT,-0.8297
18,Ace,False,False,DOUBLE_DOWN,-1.5053
18,Ace,False,False,SURRENDER,-0.5000
20,Seven,True,False,STAND,0.7803
20,Seven,True,False,HIT,-0.1317
20,Seven,True,False,DOUBLE_DOWN,0.3841
20,Seven,True,False,SURRENDER,-0.5000
13,Seven,False,False,STAND,-0.4755
13,Seven,False,False,HIT,-0.3694
13,Seven,False,False,DOUBLE_DOWN,-0.5938
13,Seven,False,False,SURRENDER,-0.5000
10,Three,False,False,STAND,-0.2330
10,Three,False,False,HIT,-0.0877
10,Three,False,False,DOUBLE_DOWN,0.4184
10,Three,False,False,SURRENDER,-0.5000
11,Nine,False,False,STAND,-0.5701
11,Nine,False,False,HIT,-0.0957
11,Nine,False,False,DOUBLE_DOWN,0.2183
11,Nine,False,False,SURRENDER,-0.5000
10,Ace,False,False,STAND,-0.7128
10,Ace,False,False,HIT,-0.3993
10,Ace,False,False,DOUBLE_DOWN,-0.6831
10,Ace,False,False,SURRENDER,-0.5000
9,Four,False,False,STAND,-0.2017
9,Four,False,False,HIT,-0.1301
9,Four,False,False,DOUBLE_DOWN,0.1871
9,Four,False,False,SURRENDER,-0.5000
17,King,False,False,STAND,-0.4666
17,King,False,False,HIT,-0.7313
17,King,False,False,DOUBLE_DOWN,-1.1920
17,King,False,False,SURRENDER,-0.5000
14,Nine,False,False,STAND,-0.5381
14,Nine,False,False,HIT,-0.5978
14,Nine,False,False,DOUBLE_DOWN,-0.8628
14,Nine,False,False,SURRENDER,-0.5000
12,Five,False,False,STAND,-0.1578
12,Five,False,False,HIT,-0.4054
12,Five,False,False,DOUBLE_DOWN,-0.3408
12,Five,False,False,SURRENDER,-0.5000
13,Ace,False,False,STAND,-0.7400
13,Ace,False,False,HIT,-0.7056
13,Ace,False,False,DOUBLE_DOWN,-1.2544
13,Ace,False,False,SURRENDER,-0.5000
14,King,False,False,STAND,-0.5805
14,King,False,False,HIT,-0.6321
14,King,False,False,DOUBLE_DOWN,-1.0147
14,King,False,False,SURRENDER,-0.5000
14,Six,False,False,STAND,-0.1298
14,Six,False,False,HIT,-0.5104
14,Six,False,False,DOUBLE_DOWN,-0.5933
14,Six,False,False,SURRENDER,-0.5000
7,Ace,False,False,STAND,-0.7432
7,Ace,False,False,HIT,-0.6619
7,Ace,False,False,DOUBLE_DOWN,-1.4128
7,Ace,False,False,SURRENDER,-0.5000
9,Three,False,False,STAND,-0.2490
9,Three,False,False,HIT,-0.1472
9,Three,False,False,DOUBLE_DOWN,0.1155
9,Three,False,False,SURRENDER,-0.5000
5,King,False,False,STAND,-0.5536
5,King,False,False,HIT,-0.5267
5,King,False,False,DOUBLE_DOWN,-1.1171
5,King,False,False,SURRENDER,-0.5000
15,King,True,False,STAND,-0.5456
15,King,True,False,HIT,-0.3054
15,King,True,False,DOUBLE_DOWN,-0.5564
15,King,True,False,SURRENDER,-0.5000
16,Ten,False,True,STAND,-0.5855
16,Ten,False,True,HIT,-0.6215
16,Ten,False,True,SPLIT,-1.1796
16,Ten,False,True,DOUBLE_DOWN,-1.0353
16,Ten,False,True,SURRENDER,-0.5000
17,Four,False,False,STAND,-0.0838
17,Four,False,False,HIT,-0.6859
17,Four,False,False,DOUBLE_DOWN,-1.0527
17,Four,False,False,SURRENDER,-0.5000
12,Queen,False,False,STAND,-0.5845
12,Queen,False,False,HIT,-0.5565
12,Queen,False,False,DOUBLE_DOWN,-0.9358
12,Queen,False,False,SURRENDER,-0.5000
15,Seven,False,False,STAND,-0.4771
15,Seven,False,False,HIT,-0.5554
15,Seven,False,False,DOUBLE_DOWN,-0.7140
15,Seven,False,False,SURRENDER,-0.5000
13,Jack,False,False,STAND,-0.5722
13,Jack,False,False,HIT,-0.6064
13,Jack,False,False,DOUBLE_DOWN,-0.9306
13,Jack,False,False,SURRENDER,-0.5000
13,Three,False,False,STAND,-0.2514
13,Three,False,False,HIT,-0.4783
13,Three,False,False,DOUBLE_DOWN,-0.6012
13,Three,False,False,SURRENDER,-0.5000
7,Seven,False,False,STAND,-0.4879
7,Seven,False,False,HIT,-0.2308
7,Seven,False,False,DOUBLE_DOWN,-0.6322
7,Seven,False,False,SURRENDER,-0.5000
9,Six,False,False,STAND,-0.1180
9,Six,False,False,HIT,-0.1061
9,Six,False,False,DOUBLE_DOWN,0.3240
9,Six,False,False,SURRENDER,-0.5000
12,Three,False,False,STAND,-0.2546
12,Three,False,False,HIT,-0.4242
12,Three,False,False,DOUBLE_DOWN,-0.4828
12,Three,False,False,SURRENDER,-0.5000
11,Six,False,False,STAND,-0.0987
11,Six,False,False,HIT,-0.0110
11,Six,False,False,DOUBLE_DOWN,0.6554
11,Six,False,False,SURRENDER,-0.5000
16,Six,False,False,STAND,-0.1193
16,Six,False,False,HIT,-0.6041
16,Six,False,False,DOUBLE_DOWN,-0.8908
16,Six,False,False,SURRENDER,-0.5000
11,Ace,False,False,STAND,-0.7221
11,Ace,False,False,HIT,-0.3548
